Id,WeedMapsDoctorsId,Name,address,state,city,postal_code,latitude,longitude,Type,LicenseType,Ranking,Rating,ReviewsCount,Timezone,Url,LogoName,email,phone_number,website,Instagram,Facebook,Twitter,SundayOpenTime,MondayOpenTime,TuesdayOpenTime,WednesdayOpenTime,ThursdayOpenTime,FridayOpenTime,SaturdayOpenTime,LastSeenAt,LastUpdatedAt,LastCreatedAt,speciality,license_state,license_number,consulting_office_visit_fees,consulting_office_videocall_fees,telehealth,in_person,insurance,military_veteran_discount,MMC,MMC_physical,MMC_digital,payment_credit_debit,payment_android_pay,payment_applepay,payment_paypal,payment_venmo,fee_initial_consultation
295,18501,Miracle Leaf - Homestead,1994 NE 8th Street,Florida,Homestead,33033,25.4768,-80.4499,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/miracle-leaf-homestead,7a/7adb68a50cf980cca569ae530d2a145a75dc3b0a.jpg,homestead@miracleleaffl.com,(305) 514-0092,http://www.Miracleleaffl.com,https://www.instagram.com/miracleleafcorp_,https://www.facebook.com/MiracleLeaffl/,https://twitter.com/miracleleaffl_,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,2020-12-03 22:00:18.207,2020-12-03 22:00:18.207,2020-12-03 22:00:18.207,,,,,,,,,,,,,,,,,,
296,18891,Missouri Green Doctors - Creve Coeur,11628 Old Ballas Rd Suite 104,Missouri,St Louis,63141,38.6657,-90.4403,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/missouri-green-doctors,4c/4c1816e726b790bc48fea719ed76dc8c51d47d9c.jpg,info@missourigreendoctors.com,(314) 802-1551,https://Missourigreendoctors.com,https://instagram.com/missourigreendoctors.com,https://facebook.com/missourigreendoctors.com,,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,2020-12-03 22:00:18.237,2020-12-03 22:00:18.237,2020-12-03 22:00:18.237,,,,,,,,,,,,,,,,,,
297,18064,Dr. Karen Halliday,"3800 Central Ave. SE, Suite B",New Mexico,Albuquerque,87108,35.0792,-106.602,doctor,medical,2.61203,4.5,NULL,America/Denver,https://weedmaps.com/doctors/dr-karen-halliday,52/521c1e4b39babdc696c94f13d113033db5ed947e.jpg,jessica@createoptimum.com,(505) 985-3460,,createoptimumcannabiscards,,,Closed,2:30pm-4:30pm,10:00am-6:00pm,10:00am-2:00pm,10:00am-4:00pm,Closed,Closed,2020-12-03 22:00:18.410,2020-12-03 22:00:18.410,2020-12-03 22:00:18.410,,,,,,,,,,,,,,,,,,
298,15376,Alternative Wellness Montana,103 South 8th Avenue,Montana,Bozeman,59715,45.6781,-111.048,doctor,medical,2.69738,5,NULL,America/Denver,https://weedmaps.com/doctors/alternative-wellness-montana-3,bb/bbdc363a03a487cb17a7b43e4109ef132e7e25cc.jpg,alternativewellness.nwmt@gmail.com,(406) 249-1304,http://www.alternativewellnessmontana.com/,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:18.677,2020-12-03 22:00:18.677,2020-12-03 22:00:18.677,,,,,,,,,,,,,,,,,,
299,18755,Dr. Weedy Clinic Online - Brooklyn,Please Visit Our Website: http://www.dr-weedy.com,New York,Brooklyn,11207,40.6498,-73.9495,doctor,medical,2.04737,0,NULL,America/New_York,https://weedmaps.com/doctors/dr-weedy-63b81440-4cc0-4fab-b93f-170324c8fa10,9c/9ca1ff63b0e7840c91b0e338d2a767b0c0f1f8b8.jpg,info@dr-weedy.com,+1 888 409 29 51,https://dr-weedy.com/new-york/brooklyn/,drweedy,doctor.weedy,doctor_weedy,All Day,All Day,All Day,All Day,All Day,All Day,All Day,2020-12-03 22:00:19.003,2020-12-03 22:00:19.003,2020-12-03 22:00:19.003,,,,,,,,,,,,,,,,,,
300,16411,Proactive Physical Medicine,"555 E City Ave, Suite 400",Pennsylvania,Bala Cynwyd,19004,40.01,-75.21,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/dr-sara-tabby,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,proactive.medicine@yahoo.com,(610) 206-3194,http://www.saramarkstabby.com/,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:19.490,2020-12-03 22:00:19.490,2020-12-03 22:00:19.490,,,,,,,,,,,,,,,,,,
301,18995,Dr. Weedy Clinic Online,Please Visit Our Website: http://www.dr-weedy.com,California,Inglewood,90303,33.9348,-118.33,doctor,medical,2.62289,3.8,NULL,America/Los_Angeles,https://weedmaps.com/doctors/dr-weedy-ee4f094b-e9c8-4bcf-839d-7d0e20d3ce96,e9/e90e891f4d8ee2a1a37415e53ceafdd6d3656bb6.jpg,info@dr-weedy.com,+1 888 409 29 51,https://dr-weedy.com/california/inglewood/,drweedy,doctor.weedy,doctor_weedy,All Day,All Day,All Day,All Day,All Day,All Day,All Day,2020-12-03 22:00:19.723,2020-12-03 22:00:19.723,2020-12-03 22:00:19.723,,,,,,,,,,,,,,,,,,
302,13174,420recs.com-Downey,420recs.com,California,Downey,90242,33.917,-118.125,doctor,medical,2.69738,5,NULL,America/Los_Angeles,https://weedmaps.com/doctors/420recs-downey,56/566f3a475542566f5f50599ea6328e4ea47df89d.jpg,support@getheally.com,650-300-4334,https://420recs.com,,,,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,2020-12-03 22:00:19.753,2020-12-03 22:00:19.753,2020-12-03 22:00:19.753,,,,,,,,,,,,,,,,,,
303,19645,AR Cannabis Clinic,1500 Central Avenue Suite F,Arkansas,Hot Springs,71901,34.4984,-93.0571,doctor,medical,2.67822,3.66667,NULL,America/Chicago,https://weedmaps.com/doctors/ar-cannabis-clinic-5,d4/d4552309b16aee0eedcebc986c95d20980741468.jpg,Appointments@arcannabisclinic.com,8884542111,https://www.arcannabisclinic.com,https://www.instagram.com/arcannabisclinic/,https://www.facebook.com/arcannaclinic/,https://twitter.com/ARCannabisClin1,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,2020-12-03 22:00:19.893,2020-12-03 22:00:19.893,2020-12-03 22:00:19.893,,,,,,,,,,,,,,,,,,
304,19683,Elevate Holistics,105 W Sherman Way Suite 107,Missouri,Nixa,65714,37.0616,-93.2947,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/elevate-holistics-d68c684b-cb4b-4e62-ab37-b336d8533dc1,6c/6c35afd3c77ce3ad4d47a906574338c31394c6d7.jpg,stephen@elevate-holistics.com,660.205.2215,http://www.elevate-holistics.com,,https://www.facebook.com/elevateholistics1/,,Closed,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-6:00pm,10:00am-2:00pm,2020-12-03 22:00:20.520,2020-12-03 22:00:20.520,2020-12-03 22:00:20.520,,,,,,,,,,,,,,,,,,
305,18670,Southern Ohio Green Med,810 W 2nd Street Unit A,Ohio,Waverly,45690,39.115,-82.9913,doctor,medical,2.58845,4,NULL,America/New_York,https://weedmaps.com/doctors/southern-ohio-green-med,1b/1bf0434d1d56d108c8e6be23eb30898f4424c640.jpg,southernohiogreenmed@gmail.com,(740) 777-6610,http://southernohiogreenmed.com,,https://www.facebook.com/southernohiogreenmed/,,Closed,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,Closed,Closed,2020-12-03 22:00:21.320,2020-12-03 22:00:21.320,2020-12-03 22:00:21.320,,,,,,,,,,,,,,,,,,
306,18106,Medical Marijuana Hawaii LLC,6600 Kalanianaole Hwy Suite #114C,Hawaii,Honolulu,96825,21.2833,-157.714,doctor,medical,2.69738,5,NULL,Pacific/Honolulu,https://weedmaps.com/doctors/medical-marijuana-hawaii-llc,ed/edc9b006b220c4c76b3be409fcb520d96f7bb3ca.jpg,marketing@dr329.com,808-726-2392,https://www.Dr329.com,alohadr329,https://www.facebook.com/Dr329/,AlohaDr329,Closed,9:00am-5:00pm,9:00am-5:00pm,1:00pm-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:21.417,2020-12-03 22:00:21.417,2020-12-03 22:00:21.417,,,,,,,,,,,,,,,,,,
307,14081,Omni Medical Services,3401 Enterprise Parkway,Ohio,Beachwood,44122,41.4659,-81.4934,doctor,medical,2.68675,3.48333,NULL,America/New_York,https://weedmaps.com/doctors/omni-medical-services-2,db/dbad59745703fcb9f96ee151d4596ba177a6915e.jpg,clinics@omnidoctors.com,(888) 470-0008,,,https://www.facebook.com/omnimedicalservicestoledo/,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:21.460,2020-12-03 22:00:21.460,2020-12-03 22:00:21.460,,,,,,,,,,,,,,,,,,
308,17177,Mobile Cannabis Connect,Please Call for Appoinment,New York,Yonkers,10705,40.92,-73.9,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/mobile-cannabis-connect,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,carolkellyfnp@gmail.com,(914) 329-9651,http://cannabisconnect.info,,https://www.facebook.com/CarolKellyFNP/,,7:00am-12:00am,7:00am-12:00am,7:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:21.630,2020-12-03 22:00:21.630,2020-12-03 22:00:21.630,,,,,,,,,,,,,,,,,,
309,15883,Green Life Wellness Centers (Formerly: Florida Medical Marijuana Health Center),700 W Boynton Beach Blvd,Florida,Boynton Beach,33426,26.5284,-80.0776,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/florida-medical-marijuana-health-center,f6/f6e06d4bb744271bdc7256e0594455bf04f1fe14.jpg,flamjcenter@gmail.com,(561) 223-0743,http://flamjcenter.com,,,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,10:00am-3:00pm,2020-12-03 22:00:22.147,2020-12-03 22:00:22.147,2020-12-03 22:00:22.147,,,,,,,,,,,,,,,,,,
310,19318,The Sanctuary Wellness Institute,565 Greenfield Rd,Pennsylvania,Lancaster,17601,40.054,-76.2516,doctor,medical,2.68409,5,NULL,America/New_York,https://weedmaps.com/doctors/the-sanctuary-wellness-institute-3,ae/ae636357c5186aa0f52f91bd3bf0b33393f97332.jpg,info@sanctuarywellnessinstitute.com,(717) 826-0196,http://sanctuarywellnessinstitute.com/cannabis/cards-lancaster-pa.php,https://www.instagram.com/sanctuarywellnessinstitute/,https://www.facebook.com/TheSanctuaryatChesterSprings/,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:22.163,2020-12-03 22:00:22.163,2020-12-03 22:00:22.163,,,,,,,,,,,,,,,,,,
311,20263,Angelic Lift Marijuana Doctor - Jacksonville,12443 San Jose Blvd Ste 204,Florida,Jacksonville,32223,30.143,-81.629,doctor,medical,2.67066,5,NULL,America/New_York,https://weedmaps.com/doctors/angelic-lift-marijuana-doctor,00/0052af08db505ec50840e26e818390d568bfc49f.jpg,info@angeliclifttrio.com,8556576800,https://angeliclifttrio.com,https://www.instagram.com/angeliclifttrio/?hl=en,https://www.facebook.com/angeliclifttrio/?view_public_for=345772946208413,https://twitter.com/angeliclifttrio,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,2020-12-03 22:00:22.163,2020-12-03 22:00:22.163,2020-12-03 22:00:22.163,,,,,,,,,,,,,,,,,,
312,14785,"In Touch Adult Health NPS, PC","1408 Sweet Home Rd, Suite 12",New York,Amherst,14228,42.9944,-78.8021,doctor,medical,2.69738,4.9,NULL,America/New_York,https://weedmaps.com/doctors/in-touch-adult-health,e8/e801583315d0f0af4f51a533a6bc796817d2ec24.jpg,customerservice@weedmaps.com,(716) 458-1100,http://www.intouchpainmanagement.com/,,https://www.facebook.com/intouchadulthealth/,,Closed,9:00am-4:00pm,9:00am-4:00pm,9:00am-4:00pm,9:00am-4:00pm,Closed,Closed,2020-12-03 22:00:22.240,2020-12-03 22:00:22.240,2020-12-03 22:00:22.240,,,,,,,,,,,,,,,,,,
313,15424,Herban Medical Options,3503 Perry St.,Maryland,Mt. Rainier,20712,38.9361,-76.9594,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/herban-medical-options,1e/1e9ee00ab28a6fc430402b11bf056c61c4a2a62a.jpg,info@HerbanMedicalOptions.com,(301) 844-6880,http://herbanmedicaloptions.com,,http://facebook.com/herbanmedicaloptions,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:22.303,2020-12-03 22:00:22.303,2020-12-03 22:00:22.303,,,,,,,,,,,,,,,,,,
314,18893,Ohio Compassionate Care Clinic,4800 Route 60,Ohio,Marietta,45750,39.4685,-81.4667,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/ohio-compassionate-care-clinic,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,ohiocompassionatecareclinic@gmail.com,(740) 371-5456,http://ohiocompassionatecareclinic.com,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:22.413,2020-12-03 22:00:22.413,2020-12-03 22:00:22.413,,,,,,,,,,,,,,,,,,
315,19925,MMJ Health,8461 Lake Worth Rd Suite 413,Florida,Lake Worth,33467,26.6187,-80.1783,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/mmj-health-5,a8/a8d32dd445ffc41053307ee8bb9ad69235cc0669.jpg,info@mmjhealth.com,561-631-7994,http://mmjhealth.com,https://www.instagram.com/mmjhealth/,https://www.facebook.com/mmjhealth,,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,10:00am-7:00pm,2020-12-03 22:00:22.490,2020-12-03 22:00:22.490,2020-12-03 22:00:22.490,,,,,,,,,,,,,,,,,,
316,18146,Iona Cannabis Clinic Port Charlotte,3524 Tamiami Trail #105G,Florida,Port Charlotte,33952,26.99,-82.1,doctor,medical,2.61203,4.5,NULL,America/New_York,https://weedmaps.com/doctors/iona-cannabis-clinic-port-charlotte,32/32496227b386c29394945281fd19c7fb973cace5.jpg,info@iccportcharlotte.com,(941) 375-6775,https://iccportcharlotte.com/,,https://www.facebook.com/ionacannablissclinic/,,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:22.570,2020-12-03 22:00:22.570,2020-12-03 22:00:22.570,,,,,,,,,,,,,,,,,,
317,12987,420Recs.com- Burbank (100% Online),420recs.com,California,Burbank,91501,34.1854,-118.309,doctor,medical,2.69738,5,NULL,America/Los_Angeles,https://weedmaps.com/doctors/420recs-com-burbank,b7/b77cf5873d4abdabeec1b90dc2c15c72af8b81d9.jpg,support@getheally.com,650-300-4334,https://420recs.com,,,,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,2020-12-03 22:00:22.583,2020-12-03 22:00:22.583,2020-12-03 22:00:22.583,,,,,,,,,,,,,,,,,,
318,19109,PrestoDoctor.com (100% Online),Please Visit our Website: http://prestodoctor.com,Missouri,Columbia,65201,38.9321,-92.3116,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/prestodoctor-com-100-online-21,57/572c1c848b455e0814af03add5df364c4db108cf.jpg,team@prestodoctor.com,(650) 542-0420,http://prestodoctor.com,https://www.instagram.com/prestodoctor_official/,https://www.facebook.com/prestodoctor/,https://twitter.com/prestodoctor,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:22.837,2020-12-03 22:00:22.837,2020-12-03 22:00:22.837,,,,,,,,,,,,,,,,,,
319,17063,Alternative Medicinal Solutions / Dr. Charles Barrett,844 Boulevard St,Ohio,Dover,44622,40.5116,-81.4531,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/alternative-medicinal-solutions-dr-charles-barrett,71/71fee357a5bf76b214adc023c304da592aeaa443.jpg,dover420solutions@gmail.com,(330) 407-7688,,,,,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,2020-12-03 22:00:22.883,2020-12-03 22:00:22.883,2020-12-03 22:00:22.883,,,,,,,,,,,,,,,,,,
320,18954,Herba Verde Virtual Clinic,Please Visit Our Website: http://herbaverdeok.com,Oklahoma,Edmond,73034,35.6532,-97.4815,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/herba-verde-virtual-clinic-4,7b/7bc0711c894a9e0c8d2c2452ec6eed6233d9e4fd.jpg,herbaverdemedicalspa@gmail.com,(405) 413-5494,http://herbaverdeok.com,,https://www.facebook.com/herbaverde/,,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,10:00am-7:00pm,12:00pm-4:00pm,2020-12-03 22:00:22.960,2020-12-03 22:00:22.960,2020-12-03 22:00:22.960,,,,,,,,,,,,,,,,,,
321,20780,Green Relief Health,7690 Belair Road Suite 1,Maryland,Baltimore,21236,39.3678,-76.5186,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/green-relief-health-2,74/746bef0d0c621da10b48173a087741efb87d16fe.jpg,info@greenreliefhealth.com,410-368-0420,https://www.greenreliefhealth.com,https://www.instagram.com/greenreliefhealth,https://www.facebook.com/greenreliefhealth,https://www.twitter.com/greenerrelief,Closed,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:23.150,2020-12-03 22:00:23.150,2020-12-03 22:00:23.150,,,,,,,,,,,,,,,,,,
322,20307,Compassionate Care Consultants,220 South Main Street. Suite 101,Pennsylvania,Butler,16001,42.12,-80.08,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/compassionate-care-consultants-8,64/64c73860a9f42332995f725ccde95cdabebc9054.jpg,info@compcaremd.com,(484) 320-6550,https://compcaremd.com/,,https://www.facebook.com/mdcompassionatecare/,,9:00am-6:00pm,8:00am-8:00pm,8:00am-10:00pm,10:00am-8:00pm,8:00am-8:00pm,8:00am-5:00am,Closed,2020-12-03 22:00:23.180,2020-12-03 22:00:23.180,2020-12-03 22:00:23.180,,,,,,,,,,,,,,,,,,
323,18616,Dr. Weedy Clinic Online - Ontario,Please Visit Our Website: www.dr-weedy.com,California,Ontario,91761,34.0717,-117.556,doctor,medical,2.68409,5,NULL,America/Los_Angeles,https://weedmaps.com/doctors/dr-weedy-9b56a9e9-58bf-45f3-b71d-fe93ff83fa3f,cd/cdf6e5262b5d424a53076a6240104112b4fef78d.jpg,info@dr-weedy.com,+1 888 409 29 51,https://dr-weedy.com/,drweedy,doctor.weedy,doctor_weedy,All Day,All Day,All Day,All Day,All Day,All Day,All Day,2020-12-03 22:00:23.587,2020-12-03 22:00:23.587,2020-12-03 22:00:23.587,,,,,,,,,,,,,,,,,,
324,16705,Central Outreach Wellness Center,127 Anderson St. Suite 101,Pennsylvania,Pittsburgh,15212,40.4487,-80.0011,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/central-outreach-wellness-center,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,customerservice@weedmaps.com,(412) 322-4151,,,,,Closed,9:00am-7:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-7:00pm,9:00am-5:00pm,Closed,2020-12-03 22:00:23.777,2020-12-03 22:00:23.777,2020-12-03 22:00:23.777,,,,,,,,,,,,,,,,,,
325,18903,Semaj Health and Wellness,Please Visit Our Website: http://semajhealthandwellness.com,New York,Bronx,10474,40.8156,-73.895,doctor,medical,2.04737,0,NULL,America/New_York,https://weedmaps.com/doctors/semaj-health-and-wellness-bronx,69/69bac5ed2f46c3c51096f93fc687b0e3bdfe82e3.jpg,info@semajhealth.com,(401) 808-6421,http://semajhealthandwellness.com,semajhealthandwellness,semajhealthandwellness,,Closed,11:00am-7:00pm,11:00am-7:00pm,11:00am-7:00pm,11:00am-7:00pm,11:00am-7:00pm,11:00am-7:00pm,2020-12-03 22:00:23.853,2020-12-03 22:00:23.853,2020-12-03 22:00:23.853,,,,,,,,,,,,,,,,,,
326,14434,DocMJ,800 Capital Circle SE Unit 10,Florida,Tallahassee,32301,30.4365,-84.2273,doctor,medical,2.67822,3.66667,NULL,America/New_York,https://weedmaps.com/doctors/docmj-2,f8/f8e9e129cab5d5c9b793589b3128dd48e968683b.jpg,info@docmj.com,(888) 908-0143,http://www.docmj.com,https://www.instagram.com/floridadocmj/,https://www.facebook.com/floridadocmj/,https://twitter.com/FloridaDocMJ,Closed,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-5:00pm,2020-12-03 22:00:23.917,2020-12-03 22:00:23.917,2020-12-03 22:00:23.917,,,,,,,,,,,,,,,,,,
327,19637,Green Health Docs Springfield,225 E. Sunshine Suite 102,Missouri,Springfield,65807,37.1826,-93.2935,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/green-health-docs-springfield,75/75a6cd648892a45665e79f4e3b26eebbc77e6c40.jpg,info@greenhealthdocs.com,877-242-0362,https://greenhealthdocs.com/location/springfield-medical-marijuana-card-doctor/,https://www.instagram.com/greenhealthdocs/,https://www.facebook.com/GHDMissouri/,https://twitter.com/greenhdocs,10:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,8:00am-8:00pm,2020-12-03 22:00:23.977,2020-12-03 22:00:23.977,2020-12-03 22:00:23.977,,,,,,,,,,,,,,,,,,
328,13250,"Pain Management Associates of CT, PC","999 Summer St, Suite 304",Connecticut,Stamford,6901,41.0602,-73.5402,doctor,medical,2.59896,4.5,NULL,America/New_York,https://weedmaps.com/doctors/pain-management-associates-of-ct-pc,af/afe4cb959b11efdd3bdd558f05afc72bc66a6130.jpg,rasken@paindoctors.net,(203) 325-5700,http://www.paindoctors.net/,,,,Closed,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,8:30am-4:30pm,Closed,2020-12-03 22:00:24.713,2020-12-03 22:00:24.713,2020-12-03 22:00:24.713,,,,,,,,,,,,,,,,,,
329,17862,Dr. Jeffrey Schnapp,9237 4th Street NW,New Mexico,Albuquerque,87114,35.1866,-106.62,doctor,medical,2.69738,5,NULL,America/Denver,https://weedmaps.com/doctors/dr-jeffrey-schnapp,01/01beb4626bb8cb8f822c1f3bd9abc97c99f713fa.jpg,jschnapp@everestnm.com,505-267-9776,https://everestnm.com,https://www.instagram.com/dr_jeffrey_schnapp/,https://www.facebook.com/everestnm/,https://twitter.com/everestnm,1:00pm-4:00pm,Closed,Closed,Closed,Closed,Closed,10:00am-4:00pm,2020-12-03 22:00:25.543,2020-12-03 22:00:25.543,2020-12-03 22:00:25.543,,,,,,,,,,,,,,,,,,
330,18105,Green Medical Solutions,801 Barrow St. Suite 420,Louisiana,Houma,70360,29.5923,-90.7194,doctor,medical,2.69738,5,NULL,America/Chicago,https://weedmaps.com/doctors/green-medical-solutions,4c/4c74e7435d8eef4467976ed0b3b0f5b48fa1b2fc.jpg,jallen@greenmedicalmd.com,(985) 242-4577,,,,,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,10:00am-10:00pm,2020-12-03 22:00:25.810,2020-12-03 22:00:25.810,2020-12-03 22:00:25.810,,,,,,,,,,,,,,,,,,
331,19022,DocMJ,"5623 US Hwy 19 S, Suite 107",Florida,New Port Richey,34652,28.241,-82.7285,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/docmj-new-port-richey,9d/9d631405f35104c27c26007ac027ef2cf38354a2.jpg,info@docmj.com,(888) 908-0143,https://docmj.com/,https://www.instagram.com/floridadocmj/,https://www.facebook.com/floridadocmj/,https://twitter.com/FloridaDocMJ,Closed,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-8:00pm,9:00am-5:00pm,2020-12-03 22:00:25.840,2020-12-03 22:00:25.840,2020-12-03 22:00:25.840,,,,,,,,,,,,,,,,,,
332,18534,Dr. Weedy Clinic Online - Antelope Valley,Please Visit Our Website: www.dr-weedy.com,California,Lancaster,93536,34.6055,-118.148,doctor,medical,2.69738,5,NULL,America/Los_Angeles,https://weedmaps.com/doctors/dr-weedy-8,6b/6bf31a5b28cab229624dade7f4af0cabed5dee9b.jpg,info@dr-weedy.com,+1 888 409 29 51,https://dr-weedy.com/,drweedy,doctor.weedy,doctor_weedy,All Day,All Day,All Day,All Day,All Day,All Day,All Day,2020-12-03 22:00:27.433,2020-12-03 22:00:27.433,2020-12-03 22:00:27.433,,,,,,,,,,,,,,,,,,
333,18669,MMJ Health,115 Hickory St. Suite# 105,Florida,Melbourne,32904,28.0796,-80.6771,doctor,medical,2.69738,5,NULL,America/New_York,https://weedmaps.com/doctors/mmj-health-3,03/03e78549446bedc9232068d85355c4fcfcb0ccad.jpg,info@mmjhealth.com,561-631-7994,http://mmjhealth.com,https://www.instagram.com/mmjhealth/,https://www.facebook.com/mmjhealth,,Closed,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,9:00am-7:00pm,10:00am-7:00pm,2020-12-03 22:00:27.607,2020-12-03 22:00:27.607,2020-12-03 22:00:27.607,,,,,,,,,,,,,,,,,,
334,13042,420Recs.com- Northridge (100% Online),420recs.com,California,Northridge,91324,34.2414,-118.551,doctor,medical,2.58845,4,NULL,America/Los_Angeles,https://weedmaps.com/doctors/420recs-com-northridge,1d/1da4aebeb02ee386f9b3e575d19c944aedec3fb6.jpg,support@getheally.com,650-300-4334,https://420recs.com,,,,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,8:00am-10:00pm,2020-12-03 22:00:27.607,2020-12-03 22:00:27.607,2020-12-03 22:00:27.607,,,,,,,,,,,,,,,,,,
